"item","detail"
"http://www.wikidata.org/entity/Q66832","male"
"http://www.wikidata.org/entity/Q67036","male"
"http://www.wikidata.org/entity/Q67053","male"
"http://www.wikidata.org/entity/Q69428","male"
"http://www.wikidata.org/entity/Q69651","male"
"http://www.wikidata.org/entity/Q70893","male"
"http://www.wikidata.org/entity/Q76483","male"
"http://www.wikidata.org/entity/Q79759","male"
"http://www.wikidata.org/entity/Q87596","male"
"http://www.wikidata.org/entity/Q90471","male"
"http://www.wikidata.org/entity/Q91618","male"
"http://www.wikidata.org/entity/Q94020","male"
"http://www.wikidata.org/entity/Q100242","male"
"http://www.wikidata.org/entity/Q108301","male"
"http://www.wikidata.org/entity/Q123071","male"
"http://www.wikidata.org/entity/Q130039","male"
"http://www.wikidata.org/entity/Q131018","male"
"http://www.wikidata.org/entity/Q132305","male"
"http://www.wikidata.org/entity/Q134741","male"
"http://www.wikidata.org/entity/Q134942","male"
"http://www.wikidata.org/entity/Q143595","male"
"http://www.wikidata.org/entity/Q147144","male"
"http://www.wikidata.org/entity/Q148458","male"
"http://www.wikidata.org/entity/Q150679","male"
"http://www.wikidata.org/entity/Q151152","male"
"http://www.wikidata.org/entity/Q152233","male"
"http://www.wikidata.org/entity/Q154340","male"
"http://www.wikidata.org/entity/Q154599","male"
"http://www.wikidata.org/entity/Q154782","male"
"http://www.wikidata.org/entity/Q155376","male"
"http://www.wikidata.org/entity/Q155626","male"
"http://www.wikidata.org/entity/Q156567","male"
"http://www.wikidata.org/entity/Q157321","male"
"http://www.wikidata.org/entity/Q160149","male"
"http://www.wikidata.org/entity/Q161048","male"
"http://www.wikidata.org/entity/Q164358","male"
"http://www.wikidata.org/entity/Q164823","male"
"http://www.wikidata.org/entity/Q166379","male"
"http://www.wikidata.org/entity/Q166585","male"
"http://www.wikidata.org/entity/Q167654","male"
"http://www.wikidata.org/entity/Q170071","male"
"http://www.wikidata.org/entity/Q176694","male"
"http://www.wikidata.org/entity/Q180374","male"
"http://www.wikidata.org/entity/Q180932","male"
"http://www.wikidata.org/entity/Q182791","male"
"http://www.wikidata.org/entity/Q186748","male"
"http://www.wikidata.org/entity/Q187496","male"
"http://www.wikidata.org/entity/Q187506","male"
"http://www.wikidata.org/entity/Q188857","male"
"http://www.wikidata.org/entity/Q192720","male"
"http://www.wikidata.org/entity/Q203306","male"
"http://www.wikidata.org/entity/Q207929","male"
"http://www.wikidata.org/entity/Q213727","male"
"http://www.wikidata.org/entity/Q214008","male"
"http://www.wikidata.org/entity/Q214957","male"
"http://www.wikidata.org/entity/Q215461","male"
"http://www.wikidata.org/entity/Q217434","male"
"http://www.wikidata.org/entity/Q220545","male"
"http://www.wikidata.org/entity/Q221043","male"
"http://www.wikidata.org/entity/Q222923","male"
"http://www.wikidata.org/entity/Q223274","male"
"http://www.wikidata.org/entity/Q239980","male"
"http://www.wikidata.org/entity/Q240737","male"
"http://www.wikidata.org/entity/Q252357","male"
"http://www.wikidata.org/entity/Q257113","male"
"http://www.wikidata.org/entity/Q87063","female"
"http://www.wikidata.org/entity/Q96825","female"
"http://www.wikidata.org/entity/Q117856","female"
"http://www.wikidata.org/entity/Q231121","female"
"http://www.wikidata.org/entity/Q232423","female"
"http://www.wikidata.org/entity/Q235281","female"
"http://www.wikidata.org/entity/Q297","male"
"http://www.wikidata.org/entity/Q5233","male"
"http://www.wikidata.org/entity/Q5571","male"
"http://www.wikidata.org/entity/Q5580","male"
"http://www.wikidata.org/entity/Q5594","male"
"http://www.wikidata.org/entity/Q5664","male"
"http://www.wikidata.org/entity/Q5811","male"
"http://www.wikidata.org/entity/Q7789","male"
"http://www.wikidata.org/entity/Q8511","male"
"http://www.wikidata.org/entity/Q9348","male"
"http://www.wikidata.org/entity/Q15975","male"
"http://www.wikidata.org/entity/Q16867","male"
"http://www.wikidata.org/entity/Q25942","male"
"http://www.wikidata.org/entity/Q25973","male"
"http://www.wikidata.org/entity/Q29473","male"
"http://www.wikidata.org/entity/Q37562","male"
"http://www.wikidata.org/entity/Q44032","male"
"http://www.wikidata.org/entity/Q45006","male"
