"item","itemLabel","itemDescription"
"http://www.wikidata.org/entity/Q269828","Rineke Dijkstra","Dutch photographer"
"http://www.wikidata.org/entity/Q7198","Ovid","Roman poet (43 BC – 17/18 AD)"
"http://www.wikidata.org/entity/Q107194","George Grosz","German artist (1893–1959)"
"http://www.wikidata.org/entity/Q163543","François Gérard","French painter (1770-1837)"
"http://www.wikidata.org/entity/Q204874","Master of Frankfurt","Flemish Renaissance painter (1460-1533)"
"http://www.wikidata.org/entity/Q274890","Hermine David","French painter (1886-1970)"
"http://www.wikidata.org/entity/Q61073","Sebastian Münster","German cartographer, cosmographer, and Hebrew scholar"
"http://www.wikidata.org/entity/Q238678","Imogen Cunningham","American photographer (1883-1976)"
"http://www.wikidata.org/entity/Q159606","John Everett Millais","British painter and illustrator (1829–1896)"
"http://www.wikidata.org/entity/Q191423","Domenico Ghirlandaio","Italian Renaissance painter from Florence (1448-1494)"
"http://www.wikidata.org/entity/Q169984","Gino Severini","Italian painter (1883–1966)"
"http://www.wikidata.org/entity/Q118064","Johann Heinrich Meyer","Swiss artist (1760-1832)"
"http://www.wikidata.org/entity/Q102289","Buckminster Fuller","American architect, systems theorist, author, designer, inventor and futurist (1895–1983)"
"http://www.wikidata.org/entity/Q237726","Rosalba Carriera","Rococo portrait painter (1673-1757)"
"http://www.wikidata.org/entity/Q29231","Frans Snyders","Flemish painter (1579–1657)"
"http://www.wikidata.org/entity/Q214074","Claude Lorrain","French painter, draughtsman and etcher (1600—1682)"
"http://www.wikidata.org/entity/Q241732","Rosa Bonheur","French artist"
"http://www.wikidata.org/entity/Q35548","Paul Cézanne","French painter (1839–1906)"
"http://www.wikidata.org/entity/Q215457","Eva Hesse","German-born American sculptor and textile artist (1936-1970)"
"http://www.wikidata.org/entity/Q153746","Albrecht Altdorfer","German painter (1480-1538)"
"http://www.wikidata.org/entity/Q212426","Elizabeth Murray","American painter (1940-2007)"
"http://www.wikidata.org/entity/Q7770","Francesco Ubertini called Bacchiacca","Italian Renaissance painter (1494-1557)"
"http://www.wikidata.org/entity/Q40823","Giovanni Benedetto Castiglione","Italian Baroque artist, painter, printmaker and draftsman"
"http://www.wikidata.org/entity/Q43270","Pieter Brueghel the Elder","Flemish painter (1526–1569)"
"http://www.wikidata.org/entity/Q45970","Czesław Miłosz","Polish poet, diplomat, prosaist, writer, and translator. Nobel Prize winner (1911-2004)"
"http://www.wikidata.org/entity/Q46407","Christoph Heinrich Kniep","German painter (1755-1825)"
"http://www.wikidata.org/entity/Q58053","Ludwig Reichenbach","German botanist (1793–1879)"
"http://www.wikidata.org/entity/Q62952","Georg Dionysius Ehret","German scientist and illustrator (1708-1770)"
"http://www.wikidata.org/entity/Q73593","Johann Joachim Kändler","German artist (1706–1775)"
"http://www.wikidata.org/entity/Q450110","Kurt Seligmann","Swiss artist (1900-1962)"
"http://www.wikidata.org/entity/Q336908","Meindert Hobbema","Dutch painter (1638-1709)"
"http://www.wikidata.org/entity/Q316307","Giovanni Battista Piranesi","Italian painter (1720-1778)"
"http://www.wikidata.org/entity/Q314949","Longus","Ancient Greek writer"
"http://www.wikidata.org/entity/Q348024","Carlo Crivelli","Italian Renaissance painter (c. 1430–c. 1495)"
"http://www.wikidata.org/entity/Q329791","Abraham Blooteling","Dutch artist"
"http://www.wikidata.org/entity/Q325142","Hamish Fulton","British photographer"
"http://www.wikidata.org/entity/Q380426","Jacques Lipchitz","American and French sculptor (1891-1973)"
"http://www.wikidata.org/entity/Q430783","Jan Lievens","Dutch painter (1607–1674)"
"http://www.wikidata.org/entity/Q460124","Jacques Callot","Flemish-French engraver (c.1592–1635)"
"http://www.wikidata.org/entity/Q318364","Merce Cunningham","American choreographer, dancer, experimental filmmaker, teacher"
"http://www.wikidata.org/entity/Q436741","Beatriz Milhazes","Brazilian artist"
"http://www.wikidata.org/entity/Q445026","Anna Hyatt Huntington","American artist"
"http://www.wikidata.org/entity/Q454041","Rachel Whiteread","British sculptor"
"http://www.wikidata.org/entity/Q316829","Paul Wunderlich","German artist (1927-2010)"
"http://www.wikidata.org/entity/Q481952","Amy Sillman","American painter"
"http://www.wikidata.org/entity/Q464300","Eva Gonzalès","French painter (1849-1883)"
"http://www.wikidata.org/entity/Q389726","Elihu Vedder","American artist (1836-1923)"
"http://www.wikidata.org/entity/Q430155","Galeazzo Mondella","Italian goldsmith and sculptor"
"http://www.wikidata.org/entity/Q474274","Johann Georg Holtzhey","Medallist from the Northern Netherlands"
"http://www.wikidata.org/entity/Q325079","Alain Jacquet","French artist (1939-2008)"
"http://www.wikidata.org/entity/Q364139","Adriaen Brouwer","Flemish painter (1605-1638)"
"http://www.wikidata.org/entity/Q314926","John Waters","American filmmaker, actor, comedian and writer"
"http://www.wikidata.org/entity/Q321527","Jonathan Borofsky","American sculptor and printmaker"
"http://www.wikidata.org/entity/Q444893","Ramón Gómez de la Serna","Spanish writer"
"http://www.wikidata.org/entity/Q432822","La Monte Young","American avant-garde composer"
"http://www.wikidata.org/entity/Q444164","William John Swainson","English ornithologist and artist"
"http://www.wikidata.org/entity/Q371549","Charles Maurin","French painter (1856-1914)"
"http://www.wikidata.org/entity/Q378870","Daniele Barbaro","Italian translator of, and commentator on, Vitruvius, cardinal (1513-1570)"
"http://www.wikidata.org/entity/Q451003","Albert Weisgerber","painter from Germany (1878-1915)"
"http://www.wikidata.org/entity/Q312393","Gentile da Fabriano","Italian painter"
"http://www.wikidata.org/entity/Q358348","Baccio Bandinelli","artist from Italy (1488-1560)"
"http://www.wikidata.org/entity/Q309704","Charles Marie René Leconte de Lisle","French poet (1818–1894)"
"http://www.wikidata.org/entity/Q313181","Carl Gotthard Langhans","Prussian builder and architect (1732-1808)"
"http://www.wikidata.org/entity/Q313460","Jacobus de Voragine","Italian chronicler and archbishop of Genoa (c. 1230-1298)"
"http://www.wikidata.org/entity/Q313828","Ivan Meštrović","Croatian sculptor and architect (1883-1962)"
"http://www.wikidata.org/entity/Q314350","Antoine Bourdelle","French sculptor (1861-1929)"
"http://www.wikidata.org/entity/Q315803","Peter Candid","Flemish painter and graphic designer (1548-1628)"
"http://www.wikidata.org/entity/Q317135","Arata Isozaki","Japanese architect (1931-2022)"
"http://www.wikidata.org/entity/Q318352","Felice Beato","Italian-British photographer"
"http://www.wikidata.org/entity/Q318640","Antonio del Pollaiuolo","Italian painter, sculptor and engraver (1429-1498)"
"http://www.wikidata.org/entity/Q318551","Ludwig von Hofmann","German painter (1861-1945)"
"http://www.wikidata.org/entity/Q318769","Francesco Guardi","Italian painter (1712-1793)"
"http://www.wikidata.org/entity/Q320868","Giuseppe Capogrossi","Italian painter (1900-1972)"
"http://www.wikidata.org/entity/Q325117","Balthasar Anton Dunker","German artist (1746-1807)"
"http://www.wikidata.org/entity/Q326066","John Hoppner","British painter (1758-1810)"
"http://www.wikidata.org/entity/Q327840","Rammellzee","1960-2010 American graffiti artist and hip hop musician"
"http://www.wikidata.org/entity/Q330400","Abraham Mignon","German-Dutch still life painter (1640-1679)"
"http://www.wikidata.org/entity/Q330976","Dimitrios Galanis","Greek artist (1879-1966)"
"http://www.wikidata.org/entity/Q333366","Francesco Primaticcio","Italian painter (1504-1570)"
"http://www.wikidata.org/entity/Q333323","Pietro da Cortona","Italian painter and architect of the High Baroque (1596-1669)"
"http://www.wikidata.org/entity/Q334946","Pierre-Henri de Valenciennes","French painter (1750-1819)"
"http://www.wikidata.org/entity/Q338350","Anatoli Lvovich Kaplan","Russian artist (1903-1980)"
"http://www.wikidata.org/entity/Q342467","Théodore Chassériau","French romantic painter (1819-1856)"
"http://www.wikidata.org/entity/Q346870","Filippo Bonanni","Jesuit priest and scientist 1638-1723"
"http://www.wikidata.org/entity/Q346952","Jan Gossaert","Flemish painter (1478–1532)"
"http://www.wikidata.org/entity/Q352937","Pieter de Jode II","engraver, painter (1606-1674)"
"http://www.wikidata.org/entity/Q364106","Adolf Schinnerer","German artist (1876-1949)"
"http://www.wikidata.org/entity/Q365463","Cornelis Drebbel","Dutch inventor and submarine pioneer"
"http://www.wikidata.org/entity/Q366851","Edgard Tytgat","Belgian artist (1879-1957)"
"http://www.wikidata.org/entity/Q379022","Jean-François de La Harpe","French playwright, writer and critic (1739-1803)"
"http://www.wikidata.org/entity/Q381801","Aert van der Neer","Dutch painter (1603-1677)"
"http://www.wikidata.org/entity/Q522783","Thomas Struth","German photographer"
"http://www.wikidata.org/entity/Q429072","Pier Leone Ghezzi","Italian painter (1674-1755)"
"http://www.wikidata.org/entity/Q434058","Taddeo Zuccari","Italian painter (1529-1566)"
"http://www.wikidata.org/entity/Q442528","Giovanni Antonio Boltraffio","Italian painter (1467-1516)"
"http://www.wikidata.org/entity/Q449677","Walter Dexel","German designer, painter and graphic designer (1890-1973)"
"http://www.wikidata.org/entity/Q451188","Charlotte Moorman","American cellist and performance artist"
"http://www.wikidata.org/entity/Q454678","Bernard van Orley","Flemish draughtsman, painter (c.1488-1541)"
"http://www.wikidata.org/entity/Q454656","Jan Davidsz. de Heem","painter from the Northern Netherlands (1606–1684)"
"http://www.wikidata.org/entity/Q458288","Alexandre-Gabriel Decamps","French painter (1803–1860)"
"http://www.wikidata.org/entity/Q463065","André Lhote","French sculptor and painter (1885-1962)"
"http://www.wikidata.org/entity/Q470551","Nicolas de Staël","Russian painter (1914-1955)"
"http://www.wikidata.org/entity/Q470846","Amico Aspertini","Italian painter (1475-1552)"
"http://www.wikidata.org/entity/Q473798","Roberto Crippa","Italian painter and sculptor (1921-1972)"
"http://www.wikidata.org/entity/Q489437","Joseph Aved","French painter (1702-1766)"
"http://www.wikidata.org/entity/Q499658","Ottavio Bertotti Scamozzi","Italian architect (1719-1790)"
"http://www.wikidata.org/entity/Q501963","Dirck Vellert","Flemish Renaissance painter (c.1480-1547)"
"http://www.wikidata.org/entity/Q505613","Pompeo Batoni","Italian painter 1708-1787"
"http://www.wikidata.org/entity/Q517792","George-Daniel de Monfreid","French painter and art collector (1856-1929)"
"http://www.wikidata.org/entity/Q454603","Jodocus Hondius","Flemish and Dutch engraver and cartographer (1563–1612)"
"http://www.wikidata.org/entity/Q473771","Hermann Struck","German Jewish painter, officer, translator and etcher (1876-1944)"
"http://www.wikidata.org/entity/Q357807","Lorenzo Costa","Italian painter (1460-1535)"
"http://www.wikidata.org/entity/Q524252","Bernard Palissy","French potter and engineer"
"http://www.wikidata.org/entity/Q371280","George Romney","English painter (1734-1802)"
"http://www.wikidata.org/entity/Q354779","Jacob Epstein","American-born British sculptor (1880-1959)"
"http://www.wikidata.org/entity/Q297838","Jusepe de Ribera","Spanish painter (1591–1652)"
"http://www.wikidata.org/entity/Q317275","Philipp Foltz","German history painter (1805–1877)"
"http://www.wikidata.org/entity/Q323987","Daniel Huntington","American artist (1816-1906)"
"http://www.wikidata.org/entity/Q311480","Antoine François Prévost","French novelist (1697–1763)"
"http://www.wikidata.org/entity/Q374504","Barnett Newman","American painter (1905—1970)"
"http://www.wikidata.org/entity/Q315647","David Alfaro Siqueiros","Mexican social realist painter (1896–1974)"
"http://www.wikidata.org/entity/Q316135","Johnny Friedlaender","German painter (1912–1992)"
"http://www.wikidata.org/entity/Q316667","Malcolm Morley","English artist (1931-2018)"
"http://www.wikidata.org/entity/Q390904","Luc-Olivier Merson","French painter and illustrator (1846–1920)"
"http://www.wikidata.org/entity/Q506019","Armand Rassenfosse","Belgian affichiste, etcher, painter and illustrator"
"http://www.wikidata.org/entity/Q313899","Edward Steichen","American photographer, artist and curator (1879-1973)"
"http://www.wikidata.org/entity/Q314797","Jacopo della Quercia","Italian artist (1374-1438)"
"http://www.wikidata.org/entity/Q317041","Otto Mueller","German painter and printmaker of the expressionist movement (1874-1930)"
"http://www.wikidata.org/entity/Q309618","Giorgio Morandi","Italian painter and printmaker (1890-1964)"
"http://www.wikidata.org/entity/Q737160","Domenico di Bartolo","Italian painter (c.1400-c.1445)"
"http://www.wikidata.org/entity/Q965990","Jean Cassou","French writer, art critic and poet (1897–1986)"
"http://www.wikidata.org/entity/Q858511","Carl Werner","German watercolour painter (1808–1894)"
"http://www.wikidata.org/entity/Q599474","Antonio Abondio","Italian sculptor, best known as a medallist"
"http://www.wikidata.org/entity/Q535193","Ellen Lupton","American graphic designer"
"http://www.wikidata.org/entity/Q551740","Jean-Pierre Claris de Florian","French writer"
"http://www.wikidata.org/entity/Q558781","Reclam","German publisher"
"http://www.wikidata.org/entity/Q947075","John McCracken","American minimalist sculptor (1934-2011)"
"http://www.wikidata.org/entity/Q920924","Leslie Ward","British cartoonist (1851-1922)"
"http://www.wikidata.org/entity/Q651376","Hermann Nitsch","Austrian artist"
"http://www.wikidata.org/entity/Q677218","Günter Brus","Austrian artist"
"http://www.wikidata.org/entity/Q716539","Valerio Belli","Italian artist"
"http://www.wikidata.org/entity/Q719919","Rafael Canogar","Spanish painter"
"http://www.wikidata.org/entity/Q830712","Klaus Rinke","German sculptor and university teacher"
"http://www.wikidata.org/entity/Q878197","Wilhelm von Kobell","German painter and engraver"
"http://www.wikidata.org/entity/Q927796","Gustave Geffroy","French writer"
"http://www.wikidata.org/entity/Q946578","Francis Seymour Haden","British artist"
"http://www.wikidata.org/entity/Q953717","Gordon Matta-Clark","American artist"
"http://www.wikidata.org/entity/Q744488","Champfleury","French author"
"http://www.wikidata.org/entity/Q943757","Charles Keene","English artist and illustrator"
"http://www.wikidata.org/entity/Q979783","Charles Thévenin","French painter (1764-1838)"
"http://www.wikidata.org/entity/Q535581","Grace Hartigan","American artist (1922-2008)"
"http://www.wikidata.org/entity/Q982251","Samuel Palmer","British landscape painter, etcher and printmaker (1805-1881)"
"http://www.wikidata.org/entity/Q537838","Jean Fautrier","French painter (1898-1964)"
"http://www.wikidata.org/entity/Q832432","Kerry James Marshall","American painter and professor"
"http://www.wikidata.org/entity/Q981631","Jan Both","17th-century Dutch painter"
"http://www.wikidata.org/entity/Q956102","Henri Gervex","French painter (1852-1929)"
"http://www.wikidata.org/entity/Q736843","Willard Metcalf","American artist (1858-1925)"
"http://www.wikidata.org/entity/Q526437","Shōtei Takahashi","Japanese painter and artist"
"http://www.wikidata.org/entity/Q530683","Johann Elias Ridinger","painter and engraver (1698-1767)"
"http://www.wikidata.org/entity/Q600321","Robert Walker","English portrait painter (1607-1658)"
"http://www.wikidata.org/entity/Q535607","Giovanni Baronzio","Italian gothic painter"
"http://www.wikidata.org/entity/Q542383","Cornelis Visscher","Engraver from the Northern Netherlands (1629-1658)"
"http://www.wikidata.org/entity/Q552667","Norbert Goeneutte","French artist (1854-1894)"
"http://www.wikidata.org/entity/Q558060","Victor Brauner","Romanian artist (1903-1966)"
"http://www.wikidata.org/entity/Q560548","Joos de Momper the Younger","Flemish painter (1564-1635)"
"http://www.wikidata.org/entity/Q703624","George Segal","American Pop Art painter and sculptor (1924–2000)"
"http://www.wikidata.org/entity/Q590002","Anton Hallmann","German author and painter (1812-1845)"
"http://www.wikidata.org/entity/Q606489","Ludovic-Napoléon Lepic","French painter and engraver (1839-1889)"
"http://www.wikidata.org/entity/Q610532","David Burliuk","Ukrainian & American artist (1882-1967)"
"http://www.wikidata.org/entity/Q706886","Jack Smith","American filmmaker (1932-1989)"
"http://www.wikidata.org/entity/Q637420","Bernhard Strigel","German painter (c.1460-1528)"
"http://www.wikidata.org/entity/Q646032","Carl Friedrich von Rumohr","German art historian, writer, draughtsman and painter, agricultural historian, writer about the culinary arts, art collector and patron of artists (1785-1843)"
"http://www.wikidata.org/entity/Q662900","Henri-Georges Adam","Engraver, sculptor (1904-1967)"
"http://www.wikidata.org/entity/Q669351","Ludolph of Saxony","German monk, theologian and writer"
"http://www.wikidata.org/entity/Q674772","Johann Michael Rottmayr","Austrian painter (1656-1730)"
"http://www.wikidata.org/entity/Q684959","Giovanni d'Alemagna","German painter, active in Italy, who collaborated with his brother-in-law Antonio Vivarini"
"http://www.wikidata.org/entity/Q689388","Franz Anton Maulbertsch","Austrian artist (1724-1796)"
"http://www.wikidata.org/entity/Q700279","Johann Liss","Baroque painter"
"http://www.wikidata.org/entity/Q701952","Philip Guston","American artist (1913-1980)"
"http://www.wikidata.org/entity/Q704661","Wilhelm Leibl","German artist (1844-1900)"
"http://www.wikidata.org/entity/Q707310","Billy Name","American photographer, filmmaker and lighting designer (1940-2016)"
"http://www.wikidata.org/entity/Q707478","Luis Egidio Meléndez","Spanish painter (1716-1780)"
"http://www.wikidata.org/entity/Q714988","Jean-Jacques Boissard","French antiquarian and poet"
"http://www.wikidata.org/entity/Q715693","Cosmas Damian Asam","German artist (1686-1739)"
"http://www.wikidata.org/entity/Q719614","Jean-Louis Forain","French artist (1852-1931)"
"http://www.wikidata.org/entity/Q719666","Karel Dujardin","Dutch painter (1622-1678)"
"http://www.wikidata.org/entity/Q722792","David Octavius Hill","Scottish painter and photographer (1802-1870)"
"http://www.wikidata.org/entity/Q724140","Narcisse Virgilio Díaz","French painter (1807-1876)"
"http://www.wikidata.org/entity/Q724760","Pieter de Jode I","engraver, painter"
"http://www.wikidata.org/entity/Q728173","Achille Devéria","French painter (1800-1857)"
"http://www.wikidata.org/entity/Q728375","Marcantonio Raimondi","16th-century Italian engraver and printmaker"
"http://www.wikidata.org/entity/Q732766","Girolamo Romanino","Italian painter (1485-1566)"
"http://www.wikidata.org/entity/Q733257","Henry Bataille","French writer, artist, printmaker"
"http://www.wikidata.org/entity/Q736442","Domenico Gagini","Italian artist (1420-1492)"
"http://www.wikidata.org/entity/Q741375","Gaspard Dughet","French painter (1613-1675)"
"http://www.wikidata.org/entity/Q744092","Cristoforo Foppa","Italian sculptor, engraver and goldsmith"
"http://www.wikidata.org/entity/Q964391","Robert Duncan","American poet (1919-1988)"
"http://www.wikidata.org/entity/Q761376","August Christian Geist","German painter (1835-1868)"
"http://www.wikidata.org/entity/Q764590","August Wilhelm Dressler","German painter (1886-1970)"
"http://www.wikidata.org/entity/Q804745","Baldassare Estense","Italian painter and medalist"
"http://www.wikidata.org/entity/Q705182","Alessandro Specchi","Italian architect and etcher"
"http://www.wikidata.org/entity/Q870701","Richard Pousette-Dart","American artist (1916-1992)"
"http://www.wikidata.org/entity/Q874537","Pieter Quast","painter from the Northern Netherlands (1606-1647)"
"http://www.wikidata.org/entity/Q876687","Alessandro Galli da Bibbiena","German architect and painter (1686-1748)"
"http://www.wikidata.org/entity/Q646159","Georg Muche","German artist (1895-1987)"
"http://www.wikidata.org/entity/Q923306","Christian Marclay","American Swiss artist"
"http://www.wikidata.org/entity/Q934228","Niccolò Tornioli","Italian painter (1598-1651)"
"http://www.wikidata.org/entity/Q936710","Jacques-Émile Blanche","French painter (1861-1942)"
"http://www.wikidata.org/entity/Q960381","François Duquesnoy","Flemish sculptor (1597-1643)"
"http://www.wikidata.org/entity/Q963577","Jean-Joseph Balechou","French engraver native of Arles"
"http://www.wikidata.org/entity/Q964822","Polidoro da Caravaggio","Italian painter (1499-1543)"
"http://www.wikidata.org/entity/Q974195","Justus Sustermans","Flemish painter (1597-1681)"
"http://www.wikidata.org/entity/Q981902","Charles Simon Favart","French writer (1710-1792)"
"http://www.wikidata.org/entity/Q982011","Giambattista Pittoni","Italian Old Master painter (1687-1767)"
"http://www.wikidata.org/entity/Q994596","Henri Patrice Dillon","French lithographer and painter (1850-1909)"
"http://www.wikidata.org/entity/Q930162","Marco Ricci","Italian painter, engraver and stage designer"
"http://www.wikidata.org/entity/Q536581","Christian Wilhelm Ernst Dietrich","German painter and copper engraver (1712-1774)"
"http://www.wikidata.org/entity/Q527261","Tino di Camaino","Italian sculptor"
"http://www.wikidata.org/entity/Q695239","Ben Shahn","Lithuanian painter and photographer"
"http://www.wikidata.org/entity/Q930477","George Vertue","British engraver (1684-1756)"
"http://www.wikidata.org/entity/Q726136","Robert Graham","Mexican-born American sculptor"
"http://www.wikidata.org/entity/Q978253","Horatio Greenough","American artist (1805-1852)"
"http://www.wikidata.org/entity/Q704208","Philip de László","Hungarian-British artist (1869–1937)"
"http://www.wikidata.org/entity/Q723585","Ludovic Halévy","French writer (1834–1908)"
"http://www.wikidata.org/entity/Q526470","Sam Francis","American artist (1923-1994)"
"http://www.wikidata.org/entity/Q833570","Otto Lange","German painter (1879-1944)"
"http://www.wikidata.org/entity/Q707729","Jean-François de Troy","French painter (1679-1752)"
"http://www.wikidata.org/entity/Q816438","Ben Berns","Dutch painter and sculptor (1936–2007)"
"http://www.wikidata.org/entity/Q1712584","Julius Elias","German art historian and art collector (1861-1927)"
"http://www.wikidata.org/entity/Q1921617","Georges de Feure","French painter (1868-1943)"
"http://www.wikidata.org/entity/Q1233831","Ralph Gibson","American photographer (1939–)"
"http://www.wikidata.org/entity/Q1957104","Egbert van Drielst","Dutch painter (1746-1818)"
"http://www.wikidata.org/entity/Q1392667","Patrick Henry Bruce","American artist (1881-1936)"
"http://www.wikidata.org/entity/Q1568757","Josiah Johnson Hawes","American photographer"
"http://www.wikidata.org/entity/Q1297898","Aegidius Sadeler","Flemish engraver and painter (c.1568-1629)"
"http://www.wikidata.org/entity/Q1231769","Max Thalmann","German illustrator, artist and printmaker (1890-1944)"
"http://www.wikidata.org/entity/Q1380862","Owen Carter Jones","Welsh architect (1809–1874)"
"http://www.wikidata.org/entity/Q1378059","Herblock","American cartoonist (1909–2001)"
"http://www.wikidata.org/entity/Q1361116","Paolo di Giovanni Fei","Italian painter (1345-1411)"
"http://www.wikidata.org/entity/Q1378723","Eustache Le Sueur","French artist and one of the founders of the French Academy of Painting (1617-1655)"
"http://www.wikidata.org/entity/Q1383354","Harry Callahan","American photographer (1912-1999)"
"http://www.wikidata.org/entity/Q1229332","Gyula Pap","Hungarian artist (1899-1983)"
"http://www.wikidata.org/entity/Q1333582","Richard Wilbur","American poet (1921-2017)"
"http://www.wikidata.org/entity/Q1387251","Alfred Maurer","American artist (1868-1932)"
"http://www.wikidata.org/entity/Q1085578","Christoph Nathe","German painter"
"http://www.wikidata.org/entity/Q1085228","Christoph Jamnitzer","German goldsmith"
"http://www.wikidata.org/entity/Q1389068","Joseph Pennell","American artist and author (1857-1926)"
"http://www.wikidata.org/entity/Q1724799","Louis Legrand","French engraver and painter"
"http://www.wikidata.org/entity/Q1766428","Pierre Roche","French sculptor and painter (1855-1922)"
"http://www.wikidata.org/entity/Q1209000","Diane Wakoski","American poet"
"http://www.wikidata.org/entity/Q1232132","Wolfgang Staehle","German artist"
"http://www.wikidata.org/entity/Q1270258","François d'Orbay","French architect"
"http://www.wikidata.org/entity/Q1495586","Gaston Lachaise","American sculptor"
"http://www.wikidata.org/entity/Q1527962","Giulio Bonasone","Italian painter"
"http://www.wikidata.org/entity/Q1558798","Hans Meid","German painter (1883-1957)"
"http://www.wikidata.org/entity/Q1605047","Pia Fries","Swiss artist"
"http://www.wikidata.org/entity/Q1337404","Emilio Amero","Mexican artist (1901-1976)"
"http://www.wikidata.org/entity/Q1702239","John Yau","American poet"
"http://www.wikidata.org/entity/Q1711445","Ross Bleckner","American artist"
"http://www.wikidata.org/entity/Q1650396","Joseph Pickford","British architect"
"http://www.wikidata.org/entity/Q1740593","Walter Dahn","German painter"
"http://www.wikidata.org/entity/Q1581970","Hans Reinhart","German medalist and goldsmith"
"http://www.wikidata.org/entity/Q1694831","Johann Jacob Schübler","German mathematician and university teacher (1689-1741)"
"http://www.wikidata.org/entity/Q1939454","Mitch Epstein","American photographer"
"http://www.wikidata.org/entity/Q1990223","Robert Ingersoll Aitken","American sculptor"
"http://www.wikidata.org/entity/Q1880444","Gerrit Claesz Bleker","Dutch Golden Age painter"
"http://www.wikidata.org/entity/Q1738050","Myles Birket Foster","English illustrator, watercolour artist and engraver (1825-1899)"
"http://www.wikidata.org/entity/Q1281272","Peter Doig","Scottish painter"
"http://www.wikidata.org/entity/Q1708274","Joseph Wolf","German artist (1820-1899)"
"http://www.wikidata.org/entity/Q1708038","Joseph Stephan","German painter (1709-1786)"
"http://www.wikidata.org/entity/Q1056305","Giovanni Andrea Ansaldo","Italian painter (1584–1638)"
"http://www.wikidata.org/entity/Q1161686","Daniel Marot","French architect and furniture designer"
"http://www.wikidata.org/entity/Q1059376","Ippolito Caffi","Italian painter (1809-1866)"
"http://www.wikidata.org/entity/Q1065281","Charles Lapicque","French painter, lithographer and engineer (1898-1988)"
"http://www.wikidata.org/entity/Q1065673","Charles Nègre","French photographer (1820-1880)"
"http://www.wikidata.org/entity/Q1081111","Fabrizio Boschi","Italian painter (1572-1642)"
"http://www.wikidata.org/entity/Q1083362","Giovanni Antonio Dosio","Italian architect and sculptor (1533–1611)"
"http://www.wikidata.org/entity/Q1096583","Claude Chastillon","French civil engineer, topographical draughtsman, and architect"
"http://www.wikidata.org/entity/Q1372986","John McLaughlin","American abstract painter (1898-1976)"
"http://www.wikidata.org/entity/Q1098330","Claudius Popelin","French painter, poet and writer (1825-1892)"
"http://www.wikidata.org/entity/Q1133546","Cornelis Dusart","Dutch painter (1660-1704)"
"http://www.wikidata.org/entity/Q1144792","Jehan Cousin the Younger","French artist (c.1522–1595)"
"http://www.wikidata.org/entity/Q1857977","Osias Beert","Flemish painter (c.1580-1623)"
"http://www.wikidata.org/entity/Q1148911","Cyrus Leroy Baldridge","American author, artist (1889-1977)"
"http://www.wikidata.org/entity/Q1226556","Violet Oakley","American artist (1874-1961)"
"http://www.wikidata.org/entity/Q1234790","Vincenzo Danti","Italian sculptor (1530-1576)"
"http://www.wikidata.org/entity/Q1247346","Ludwig Passini","Austrian narrative art and genre watercolour painter (1832-1903)"
"http://www.wikidata.org/entity/Q1252545","Douglas Volk","United States painter (1856-1935)"
"http://www.wikidata.org/entity/Q1291702","Franz Alfred Theophil Winter","German painter (1906-1974)"
"http://www.wikidata.org/entity/Q1292928","Edward Greene Malbone","American artist (1777-1807)"
"http://www.wikidata.org/entity/Q1596281","Marcellin Desboutin","French painter (1823-1902)"
"http://www.wikidata.org/entity/Q1301023","Josef Winterhalder der Jüngere","austrian painter (1743-1807)"
"http://www.wikidata.org/entity/Q1335286","John Gerrard Keulemans","Dutch bird artist (1842-1912)"
"http://www.wikidata.org/entity/Q1347426","Alessandro Vittoria","Italian sculptor (1525-1608)"
"http://www.wikidata.org/entity/Q1348839","Mimmo Rotella","Italian artist and poet (1918-2006)"
"http://www.wikidata.org/entity/Q1351374","Francisco Toledo","Mexican artist (1940-2019)"
"http://www.wikidata.org/entity/Q1369392","Marco Zoppo","Italian artist (1433-1478)"
"http://www.wikidata.org/entity/Q1373489","Stanislas Lépine","French painter (1835-1892)"
"http://www.wikidata.org/entity/Q1378931","Giovanni Battista Zelotti","Italian painter (1526-1578)"
"http://www.wikidata.org/entity/Q1399872","Johann Heinrich Schilbach","German painter (1798-1851)"
"http://www.wikidata.org/entity/Q1429189","Kurt Roesch","American painter (1905-1984)"
"http://www.wikidata.org/entity/Q1441399","Francis Bicknell Carpenter","American artist (1830-1900)"
"http://www.wikidata.org/entity/Q1442507","Frans Francken the Younger","Flemish painter (1581–1642)"
"http://www.wikidata.org/entity/Q1463909","Friedrich von Olivier","German painter (1791-1859)"
"http://www.wikidata.org/entity/Q1810287","Reinhoud D'Haese","Belgian painter and sculptor (1928-2007)"
"http://www.wikidata.org/entity/Q1532260","Al Hirschfeld","American artist and caricaturist (1903-2003)"
"http://www.wikidata.org/entity/Q1555901","Gustav Hagemann","German painter and sculptor (1891-1982)"
"http://www.wikidata.org/entity/Q1566235","John Buckland Wright","New-Zealander illustrator and engraver"
"http://www.wikidata.org/entity/Q1590589","Paul Wieghardt","German-American painter and professor (1897-1969)"
"http://www.wikidata.org/entity/Q1596249","Henri Lebasque","French painter (1865-1937)"
"http://www.wikidata.org/entity/Q1629289","Horst Egon Kalinowski","German sculptor and painter (1924-2013)"
"http://www.wikidata.org/entity/Q1646841","Camille Bryen","French artist and poet (1907-1977)"
