"item","itemLabel","itemDescription"
"http://www.wikidata.org/entity/Q28840734","Wanda Roose",NA
"http://www.wikidata.org/entity/Q28871305","Hayward Oubre",NA
"http://www.wikidata.org/entity/Q30588499","Charles-François Combe",NA
"http://www.wikidata.org/entity/Q25323641","Nura Woodson Ulreich","American artist"
"http://www.wikidata.org/entity/Q29436263","Pieter van den Berge","Dutch draughtsman, printmaker and publisher"
"http://www.wikidata.org/entity/Q53117681","John W. Taylor","American painter (1897-1983)"
"http://www.wikidata.org/entity/Q43138704","Adolphe Terris",NA
"http://www.wikidata.org/entity/Q53500170","A. B. Duhamel","French engraver"
"http://www.wikidata.org/entity/Q28465315","Clarence Williams","American photojournalist"
"http://www.wikidata.org/entity/Q53376354","François Charles Butteux","Born c. 1732; died after 1788. French, Sculptor (wood). Active in Paris"
"http://www.wikidata.org/entity/Q50424088","Joseph de Montalegre",NA
"http://www.wikidata.org/entity/Q37516069","Philibert Boutrois","French engraver, active 1775-1814"
"http://www.wikidata.org/entity/Q53498368","Hieronymus Böllmann",NA
"http://www.wikidata.org/entity/Q25819411","Antoine Carrée","French engraver and printmaker"
"http://www.wikidata.org/entity/Q37606610","Pierre Maleuvre","French engraver, 1740-1803"
"http://www.wikidata.org/entity/Q25918070","Antoine Louis Romanet","French engraver and miniaturist (1742-1807)"
"http://www.wikidata.org/entity/Q29961432","William A. Harper","Canadian-born artist"
"http://www.wikidata.org/entity/Q37766308","Andreas Altomonte","Austrian architect"
"http://www.wikidata.org/entity/Q26036856","Charles Dunn","American artist"
"http://www.wikidata.org/entity/Q25970395","Lee Townsend","American painter and illustrator"
"http://www.wikidata.org/entity/Q30014798","Roswell Morse Shurtleff","American painter, 1838-1915"
"http://www.wikidata.org/entity/Q30021293","Gyula Zilzer","Hungarian painter, graphic (1898-1969)"
"http://www.wikidata.org/entity/Q49798710","Wilhelm Reuter","German painter and lithographer"
"http://www.wikidata.org/entity/Q34202552","Simon Petrus Klotz","German artist, 1776-1824"
"http://www.wikidata.org/entity/Q30331347","Acke Åslund","Swedish painter"
"http://www.wikidata.org/entity/Q30303018","Friedrich Wilhelm Moritz","(1783-1855)"
"http://www.wikidata.org/entity/Q30304048","Tiberius Dominikus Wocher","Swiss painter, portraitist, and etcher, 1728-1799"
"http://www.wikidata.org/entity/Q30304593","Karl Remshard","German artist, 1678-1735"
"http://www.wikidata.org/entity/Q52477091","Charles White","English engraver (1751-1785)"
"http://www.wikidata.org/entity/Q38081959","Charles François Roland le Virloys","French, 1716 - 1772"
"http://www.wikidata.org/entity/Q38120536","Cecil Crosley Bell","American painter, 1906-1970"
"http://www.wikidata.org/entity/Q38121756","Alfred Joseph Stothard","English sculptor and medalist, 1793-1864"
"http://www.wikidata.org/entity/Q41616765","Juan López","(1440-1496)"
"http://www.wikidata.org/entity/Q50415403","Marie Blabolilová","Czech painter"
"http://www.wikidata.org/entity/Q50414492","Marsham Elwin Wright","painter and engraver"
"http://www.wikidata.org/entity/Q42313855","Jean Louis Charles Pauquet","French engraver, 1759-ca. 1824"
"http://www.wikidata.org/entity/Q46366850","Andrea Spinelli","Italian medalist, sculptor, and bookbinder, 1508-1572"
"http://www.wikidata.org/entity/Q26925241","Norman Carton","painter"
"http://www.wikidata.org/entity/Q46646456","Eugen Weisz","American painter"
"http://www.wikidata.org/entity/Q38573389","Giovanni Francesco Costa","Italian architect, painter and scenographer, 1711-1772"
"http://www.wikidata.org/entity/Q27048007","Jan van Troyen","Flemish engraver"
"http://www.wikidata.org/entity/Q22957802","Ada Vorhaus Gabriel","American painter"
"http://www.wikidata.org/entity/Q52157187","Paul Laessle","American artist 1908-1888"
"http://www.wikidata.org/entity/Q22957822","Anna Heyward Taylor","American painter and printmaker  (1879-1956)"
"http://www.wikidata.org/entity/Q23048816","Eve Aschheim","American painter"
"http://www.wikidata.org/entity/Q23068028","Willi Titze","German painter"
"http://www.wikidata.org/entity/Q50810376","Charles Nicolas Varin","Frans; graveur; tekenaar; 1741-07-29; ChÃ¢lons-sur-Marne; 1812-02-22; ChÃ¢lons-sur-Marne"
"http://www.wikidata.org/entity/Q50821632","Johann Christoph Steinberger","German botanical engraver (1680 - 1727)"
"http://www.wikidata.org/entity/Q42753600","Conrad Goltzius","German, Engraver (line-engraving)."
"http://www.wikidata.org/entity/Q23068133","Sheron Rupp","American artist (born 1943)"
"http://www.wikidata.org/entity/Q27443119","Nicolas Dupin","Person; male; Engraver, mainly of costume prints. Son of Pierre Dupin.; printmaker; French"
"http://www.wikidata.org/entity/Q43131300","Herbert Johnson Harvey","English painter"
"http://www.wikidata.org/entity/Q27503611","Jacob C. Ward","American artist, 1809-1891"
"http://www.wikidata.org/entity/Q43136928","Antonio Senape","Italian artist, 1788-"
"http://www.wikidata.org/entity/Q51323090","Else Thalemann","German photographer and photojournalist, 1901-1984"
"http://www.wikidata.org/entity/Q43319820","Ernest W. Watson","American engraver (1884-1969)"
"http://www.wikidata.org/entity/Q27876501","Paul Froelich","American painter"
"http://www.wikidata.org/entity/Q51438532","Gabriel Hippolyte Lebas","Frans; aquarellist; gouache-schilder; schilder; tekenaar; 1812; Parijs; 1880"
"http://www.wikidata.org/entity/Q27830740","Pierre Charles Coqueret","French engraver, 1761-ca. 1832"
"http://www.wikidata.org/entity/Q23770464","Alexander Voet the Elder","Flemish engraver"
"http://www.wikidata.org/entity/Q47492704","Blaise Barthélémy","French sculptor, 1738-1819"
"http://www.wikidata.org/entity/Q47493173","Beatrice S. Levy","Amerikaans; schilder; 1892-04-03; Chicago (Illinois)"
"http://www.wikidata.org/entity/Q27979251","Beatrice Riese","American painter"
"http://www.wikidata.org/entity/Q47524362","Giovanni Fortuna","Person; male; Goldsmith and designer of woodcuts. Worked Siena.. . Andrea Andreani engraved a series of 3 plates after 'The triumph of Death' by Fortuna.; Italian; 1535-1611"
"http://www.wikidata.org/entity/Q27921439","Johannes Popels","painter of the Southern Netherlands"
"http://www.wikidata.org/entity/Q28016946","Adolphe Viollet-le-Duc","French painter"
"http://www.wikidata.org/entity/Q52500037","William Washington","English painter and engraver, 1885-1956"
"http://www.wikidata.org/entity/Q27950835","Frances Badger","American painter and muralist"
"http://www.wikidata.org/entity/Q24416371","James Roberts","English printmaker and painter"
"http://www.wikidata.org/entity/Q448845","James Rosenquist","American artist (1933-2017)"
"http://www.wikidata.org/entity/Q555029","James Thomson","Scottish writer (1700–1748)"
"http://www.wikidata.org/entity/Q444277","Kara Walker","African American painter and installation artist"
"http://www.wikidata.org/entity/Q381238","Stanisław Ignacy Witkiewicz","Polish artist, dramatist and novelist (1885–1939)"
"http://www.wikidata.org/entity/Q381248","James Tissot","French painter and illustrator (1836–1902)"
"http://www.wikidata.org/entity/Q327293","Anish Kapoor","British contemporary artist"
"http://www.wikidata.org/entity/Q559325","Charles Clifford","Welsh photographer"
"http://www.wikidata.org/entity/Q526329","William Tombleson","English artist (1795 - 1846)"
"http://www.wikidata.org/entity/Q524154","Eugène Grasset","French painter (1845-1917)"
"http://www.wikidata.org/entity/Q559297","Frans Masereel","Flemish artist (1889–1972)"
"http://www.wikidata.org/entity/Q326434","Thomas Couture","French painter (1815-1879)"
"http://www.wikidata.org/entity/Q541976","Jan Asselijn","painter from the Northern Netherlands (1610–1652)"
"http://www.wikidata.org/entity/Q340242","Achille Perilli","Italian painter"
"http://www.wikidata.org/entity/Q481491","Painter Müller","German poet, dramatist and painter (1749-1825)"
"http://www.wikidata.org/entity/Q373963","Master of the Die","Italian engraver"
"http://www.wikidata.org/entity/Q379956","Henry de Montherlant","French writer"
"http://www.wikidata.org/entity/Q375268","Frank Stella","American painter and printmaker"
"http://www.wikidata.org/entity/Q421775","Cornelis Pietersz Bega","painter from the Northern Netherlands"
"http://www.wikidata.org/entity/Q430673","Georg Rafael Donner","Austrian sculptor"
"http://www.wikidata.org/entity/Q448214","Harriet Hosmer","American sculptor"
"http://www.wikidata.org/entity/Q457097","Sandy Skoglund","American photographer"
"http://www.wikidata.org/entity/Q461700","Alessandro Casolano","Italian painter"
"http://www.wikidata.org/entity/Q468627","Denise Bellon","French photographer"
"http://www.wikidata.org/entity/Q477899","Gilberto Zorio","artist"
"http://www.wikidata.org/entity/Q475733","Harold Eugene Edgerton","American engineer and inventor"
"http://www.wikidata.org/entity/Q522240","Tina Barney","American photographer"
"http://www.wikidata.org/entity/Q522534","Iain Baxter","Canadian artist"
"http://www.wikidata.org/entity/Q541831","Nancy Graves","American conceptual artist"
"http://www.wikidata.org/entity/Q551749","Francis Ponge","French writer"
"http://www.wikidata.org/entity/Q551648","Jules Dalou","French sculptor"
"http://www.wikidata.org/entity/Q574144","Henry Peach Robinson","British photographer"
"http://www.wikidata.org/entity/Q558432","Michael Heizer","American painter and sculptor"
"http://www.wikidata.org/entity/Q326215","Abraham Bosse","French artist (1604-1676)"
"http://www.wikidata.org/entity/Q327377","Francesco Carracci","Italian painter (1595-1622)"
"http://www.wikidata.org/entity/Q328248","Pierre Alechinsky","Belgian and French painter and engraver"
"http://www.wikidata.org/entity/Q330784","Abraham de Verwer","Dutch painter (1585-1650)"
"http://www.wikidata.org/entity/Q333157","Jan de Beijer","Dutch painter (1703-1780)"
"http://www.wikidata.org/entity/Q337733","George Luks","American artist (1867-1933)"
"http://www.wikidata.org/entity/Q347194","Lewis Hine","American sociologist and photographer"
"http://www.wikidata.org/entity/Q349377","Adam Frans van der Meulen","Flemish painter (1632–1690)"
"http://www.wikidata.org/entity/Q355566","Jacob Lawrence","African American painter and art professor (1917-2000)"
"http://www.wikidata.org/entity/Q356777","Dosso Dossi","Italian painter; (c.1490-1542)"
"http://www.wikidata.org/entity/Q358695","Jan Bauch","Czech painter (1898-1995)"
"http://www.wikidata.org/entity/Q366066","John Flaxman Jr.","English artist (1755-1826)"
"http://www.wikidata.org/entity/Q366999","Camillo Procaccini","Italian painter (c.1555-1629)"
"http://www.wikidata.org/entity/Q367360","Orazio Gentileschi","Italian painter (1563-1639)"
"http://www.wikidata.org/entity/Q367798","Adriaen Coorte","painter from the Northern Netherlands (1665-1707)"
"http://www.wikidata.org/entity/Q368053","Adriaen van der Werff","painter from the Northern Netherlands (1659-1722)"
"http://www.wikidata.org/entity/Q374713","Jean-Baptiste Pillement","French painter (1728-1808)"
"http://www.wikidata.org/entity/Q378240","Georges Rodenbach","Belgian Symbolist poet and novelist (1855-1898)"
"http://www.wikidata.org/entity/Q379150","Emil Orlík","Czech photographer, graphic, painter, portrait painter and scenographer (1870-1932)"
"http://www.wikidata.org/entity/Q380395","Richard Parkes Bonington","British painter (1801-1828)"
"http://www.wikidata.org/entity/Q380553","Ludovico Carracci","Bolognese painter of the Baroque (1555-1619)"
"http://www.wikidata.org/entity/Q380897","Jacopo Amigoni","Italian painter (1682-1752)"
"http://www.wikidata.org/entity/Q381224","Francesco Laurana","Dalmatian sculptor, architect and medalist"
"http://www.wikidata.org/entity/Q385997","Jonas Suyderhoef","Dutch Golden Age engraver"
"http://www.wikidata.org/entity/Q395680","Agostino Masucci","Italian painter (1691-1758)"
"http://www.wikidata.org/entity/Q395755","Agostino di Duccio","Italian artist (1418-1481)"
"http://www.wikidata.org/entity/Q433471","Vito Acconci","American designer, landscape architect, performance and installation artist (1940-2017)"
"http://www.wikidata.org/entity/Q434425","Francesco di Giorgio","Italian Renaissance architect, sculptor and painter (1439-1502)"
"http://www.wikidata.org/entity/Q436797","Samuel van Hoogstraten","painter and writer from the Northern Netherlands (1627-1678)"
"http://www.wikidata.org/entity/Q437233","Hendrick ter Brugghen","painter from the Northern Netherlands (1588-1629)"
"http://www.wikidata.org/entity/Q441440","Judy Chicago","American artist, author, and teacher"
"http://www.wikidata.org/entity/Q448267","Alvan Clark","American astronomer and artist (1804-1887)"
"http://www.wikidata.org/entity/Q449536","Elaine de Kooning","American painter (1918–1989)"
"http://www.wikidata.org/entity/Q450236","Roberto Matta","Chilean painter (1911-2002)"
"http://www.wikidata.org/entity/Q454945","Charles Willson Peale","American painter (1741–1827)"
"http://www.wikidata.org/entity/Q459054","Georg Philipp Rugendas the Elder","German artist (1666-1742)"
"http://www.wikidata.org/entity/Q459378","Beatrice Wood","American artist (1893-1998)"
"http://www.wikidata.org/entity/Q459611","Laura Theresa Alma-Tadema","British artist (1852-1909)"
"http://www.wikidata.org/entity/Q460922","John Smeaton","English engineer (1724-1792)"
"http://www.wikidata.org/entity/Q464441","Giuseppe Passeri","Italian painter (1654-1714)"
"http://www.wikidata.org/entity/Q465314","Bernhard Rode","German artist (1725-1797)"
"http://www.wikidata.org/entity/Q466258","Walter Pach","artist, proselytizer for modern art (1883-1958)"
"http://www.wikidata.org/entity/Q466921","Charles Sprague Pearce","American painter (1851–1914)"
"http://www.wikidata.org/entity/Q467462","Per Kirkeby","Danish artist (1938-2018)"
"http://www.wikidata.org/entity/Q468618","Dominique Vivant","French artist, writer, diplomat, author, and archaeologist (1747-1825)"
"http://www.wikidata.org/entity/Q471147","Johann Heinrich Roos","Dutch painter (1631-1685)"
"http://www.wikidata.org/entity/Q472522","Balthasar van der Ast","Dutch painter (1593-1657)"
"http://www.wikidata.org/entity/Q474144","George Platt Lynes","American photographer (1907-1955)"
"http://www.wikidata.org/entity/Q510324","Philadelphia Museum of Art","art museum in Philadelphia, Pennsylvania"
"http://www.wikidata.org/entity/Q512727","Nicolas Dorigny","French engraver (1658-1746)"
"http://www.wikidata.org/entity/Q515461","André-Adolphe-Eugène Disdéri","French photographer (1819–1889)"
"http://www.wikidata.org/entity/Q516447","Kenneth Rexroth","American poet, writer, anarchist, academic and conscientious objector"
"http://www.wikidata.org/entity/Q520200","Karl Albiker","German sculptor (1878-1961)"
"http://www.wikidata.org/entity/Q528968","Jacopo Zucchi","Florentine painter (1542-1596)"
"http://www.wikidata.org/entity/Q538158","Balthasar Denner","German painter (1685-1749)"
"http://www.wikidata.org/entity/Q539063","Hippolyte Petitjean","painter (1854-1929)"
"http://www.wikidata.org/entity/Q541671","Paul Baum","German painter (1859-1932)"
"http://www.wikidata.org/entity/Q541862","Tomma Abts","German-born abstract painter"
"http://www.wikidata.org/entity/Q546528","Aniello Falcone","Italian Baroque painter"
"http://www.wikidata.org/entity/Q548914","Philipp Veit","German Romantic painter"
"http://www.wikidata.org/entity/Q550146","Gerbrand van den Eeckhout","Dutch painter (1621-1674)"
"http://www.wikidata.org/entity/Q556013","Lars Bo","Danish artist and writer (1924-1999)"
"http://www.wikidata.org/entity/Q559567","Peter Viereck","American historian and poet (1916-2006)"
"http://www.wikidata.org/entity/Q561283","Georg Kolbe","German sculptor (1877-1947)"
"http://www.wikidata.org/entity/Q561510","Henri de Régnier","French poet (1864-1936)"
"http://www.wikidata.org/entity/Q569505","R.B. Kitaj","American artist (1932-2007)"
"http://www.wikidata.org/entity/Q571313","Jan Collaert (I)","Flemish printmaker, publisher, draftsman, glass painter and tapestry designer"
"http://www.wikidata.org/entity/Q574086","Anthony Velonis","American painter (1911-1997)"
"http://www.wikidata.org/entity/Q684146","Jean Huber","Genevan painter (1721-1786)"
"http://www.wikidata.org/entity/Q686321","George Brecht","American artist and composer (1926-2008)"
"http://www.wikidata.org/entity/Q690155","Marcel Gromaire","French painter (1892-1971)"
"http://www.wikidata.org/entity/Q693095","Conrad Felixmüller","German artist (1897-1977)"
"http://www.wikidata.org/entity/Q698115","Bartholomaeus Bruyn the Elder","German Renaissance painter; (1493-1555)"
"http://www.wikidata.org/entity/Q703660","Tom Wesselmann","American artist (1931-2004)"
"http://www.wikidata.org/entity/Q704585","Johan Jongkind","Dutch painter and printmaker regarded as a forerunner of Impressionism (1819-1891)"
"http://www.wikidata.org/entity/Q710139","Jules Laurens","painter (1825-1901)"
"http://www.wikidata.org/entity/Q710427","Vladimír Boudník","graphic artist from URSS"
"http://www.wikidata.org/entity/Q711698","Henry Siddons Mowbray","American painter (1858-1928)"
"http://www.wikidata.org/entity/Q711906","Leopoldo Méndez","Mexican artist (1902-1969)"
"http://www.wikidata.org/entity/Q720216","Théodore Duret","French journalist, author and art critic"
"http://www.wikidata.org/entity/Q724860","Robert Henri","American painter (1865-1929)"
"http://www.wikidata.org/entity/Q729722","Robert Le Lorrain","French sculptor (1666-1743)"
"http://www.wikidata.org/entity/Q734172","Léopold Survage","French painter (1879-1968)"
"http://www.wikidata.org/entity/Q737137","Jean-Baptiste Oudry","French painter and printmaker (1686-1755)"
"http://www.wikidata.org/entity/Q738892","Henri Laurens","sculptor from France (1885-1954)"
"http://www.wikidata.org/entity/Q1036501","Carl-Heinz Kliemann","German painter (1924-2016)"
"http://www.wikidata.org/entity/Q759804","Jan van de Cappelle","painter from the Northern Netherlands (1624–1679)"
"http://www.wikidata.org/entity/Q767225","Willem Pieterszoon Buytewech","painter and engraver from the Northern Netherlands (1591–1624)"
"http://www.wikidata.org/entity/Q773855","Alfred Stevens","Belgian painter (1823-1906)"
"http://www.wikidata.org/entity/Q809507","Bartolomeo Montagna","Italian painter (1450-1523)"
"http://www.wikidata.org/entity/Q816847","Benedetto Luti","Italian painter (1666–1724)"
"http://www.wikidata.org/entity/Q818100","Benoît Audran the Elder","French engraver (1661-1721)"
"http://www.wikidata.org/entity/Q822507","Bernard Karfiol","American painter born in Hungary (1886-1952)"
"http://www.wikidata.org/entity/Q827021","Burgoyne Diller","American abstract painter (1906-1965)"
"http://www.wikidata.org/entity/Q828350","Ernest Trova","American artist (1927-2009)"
"http://www.wikidata.org/entity/Q828591","Georg Tappert","German painter (1880-1957)"
"http://www.wikidata.org/entity/Q900177","Béla Czóbel","Hungarian painter (1883-1976)"
"http://www.wikidata.org/entity/Q918620","Robert Creeley","American poet (1926-2005)"
"http://www.wikidata.org/entity/Q921242","Stefano della Bella","engraver, printmaker (1610-1664)"
"http://www.wikidata.org/entity/Q930286","Mel Ramos","American artist (1935-2018)"
"http://www.wikidata.org/entity/Q931422","Seth Eastman","American illustrator, mapmaker, soldier (1808-1875)"
"http://www.wikidata.org/entity/Q932167","Federico Cantú Garza","painter, etcher and sculptor Hispano-American (1907-1989)"
"http://www.wikidata.org/entity/Q935186","William Harnett","American artist (1848-1892)"
"http://www.wikidata.org/entity/Q938607","Carlo Saraceni","Italian painter (1579-1620)"
"http://www.wikidata.org/entity/Q939589","Victor Adam","French painter (1801–1866)"
"http://www.wikidata.org/entity/Q944534","Matteo Rosselli","Italian painter (1578-1650)"
"http://www.wikidata.org/entity/Q965637","Napoleon Sarony","American artist (1821-1896)"
"http://www.wikidata.org/entity/Q966864","Edward Moran","American artist (1829-1901)"
"http://www.wikidata.org/entity/Q942163","Jean-Baptiste-Louis Gresset","French poet (1709-1777)"
"http://www.wikidata.org/entity/Q979381","Leonaert Bramer","17th century Dutch artist known primarily for genre, religious, and history paintings (1596-1674)"
"http://www.wikidata.org/entity/Q980735","Alexandre Charpentier","French artist (1856-1909)"
"http://www.wikidata.org/entity/Q984242","Louis-Maurice Boutet de Monvel","French painter (1850-1913)"
"http://www.wikidata.org/entity/Q1008996","Hugo Gellert","Leftist American illustrator (1892-1985)"
"http://www.wikidata.org/entity/Q1010603","Giorgio Ghisi","Italian engraver active in Antwerp and France (1520-1582)"
"http://www.wikidata.org/entity/Q1036862","Carl August Lebschée","Polish-born German artist (1800–1877)"
"http://www.wikidata.org/entity/Q1054362","Domenico Piola","Italian painter (1627-1703)"
"http://www.wikidata.org/entity/Q1056313","Andrea Boscoli","Italian painter (1560-1607)"
"http://www.wikidata.org/entity/Q1056712","Cesare Aretusi","Italian painter (1549-1612)"
"http://www.wikidata.org/entity/Q1074290","Paul Gavarni","French caricaturist (1804-1866)"
"http://www.wikidata.org/entity/Q1079938","Christian Gottlieb Geyser","German painter (1742-1803)"
"http://www.wikidata.org/entity/Q1096435","Jean Schopfer","French writer and tennis player"
"http://www.wikidata.org/entity/Q1115404","Adolfo de Carolis","Italian painter (1874-1928)"
"http://www.wikidata.org/entity/Q698275","Wayne Thiebaud","American painter (1920–2021)"
"http://www.wikidata.org/entity/Q700336","Clyfford Still","American artist (1904-1980)"
"http://www.wikidata.org/entity/Q1120855","Louis Abel-Truchet","French painter (1857–1918)"
"http://www.wikidata.org/entity/Q999233","Hans Bol","Flemish painter and draughtsman (1534-1593)"
"http://www.wikidata.org/entity/Q983441","mechant peintre","bouhhhh!!!!!! (2222-6666)"
"http://www.wikidata.org/entity/Q952233","David Wojnarowicz","American painter, photographer, writer, filmmaker, performance artist, and AIDS activist (1954-1992)"
"http://www.wikidata.org/entity/Q980087","James Brown","American-born painter active in Paris and Oaxaca (Mexico) (1951-2020)"
"http://www.wikidata.org/entity/Q961465","William Alexander","British artist, born 1767"
"http://www.wikidata.org/entity/Q704868","George Inness","American landscape painter (1825-1894)"
"http://www.wikidata.org/entity/Q591684","Claude Vignon","French painter (1593–1670)"
"http://www.wikidata.org/entity/Q957157","František Bílek","Czech architect, graphic and sculptor"
"http://www.wikidata.org/entity/Q828363","Bertoldo di Giovanni","Italian sculptor and medallist of the renaissance"
"http://www.wikidata.org/entity/Q929588","Anna Botsford Comstock","American academic, artist, educator, conservationist"
"http://www.wikidata.org/entity/Q981981","Hugh MacDiarmid","Scottish poet, pen name of Christopher Murray Grieve (1892–1978)"
"http://www.wikidata.org/entity/Q699793","Jiří Kolář","Czech poet, playwright, translator and artist (1914-2002)"
"http://www.wikidata.org/entity/Q703980","Marino Marini","Italian sculptor (1901-1980)"
"http://www.wikidata.org/entity/Q770625","Augustus Saint-Gaudens","American artist"
"http://www.wikidata.org/entity/Q587386","Wynn Bullock","American photographer (1902-1975)"
"http://www.wikidata.org/entity/Q600456","Wolfgang Laib","German installation artist"
"http://www.wikidata.org/entity/Q574921","Darren Almond","English artist"
"http://www.wikidata.org/entity/Q618237","Jean-Baptiste Alexandre Le Blond","French architect"
"http://www.wikidata.org/entity/Q630470","Gianni Dova","Italian painter (1925-1991)"
"http://www.wikidata.org/entity/Q679765","Jürgen Partenheimer","German artist"
"http://www.wikidata.org/entity/Q702163","Tony Cragg","British sculptor"
"http://www.wikidata.org/entity/Q712750","Marco Dente","Italian engraver"
"http://www.wikidata.org/entity/Q733174","Léon Werth","French writer"
"http://www.wikidata.org/entity/Q781934","Jacques I Androuet du Cerceau","French architect"
"http://www.wikidata.org/entity/Q780677","George Henry Seeley","American photographer"
"http://www.wikidata.org/entity/Q809059","Barry Le Va","painter"
"http://www.wikidata.org/entity/Q828010","William G. Tucker","American artist"
"http://www.wikidata.org/entity/Q577590","Michelangelo Anselmi","Italian painter (1492-1556)"
"http://www.wikidata.org/entity/Q577598","Pieter Post","painter and architect from the Northern Netherlands (1608-1669)"
"http://www.wikidata.org/entity/Q577842","Pieter Soutman","painter from the Northern Netherlands (1593-1657)"
"http://www.wikidata.org/entity/Q581763","Graham Sutherland","English artist (1903-1980)"
"http://www.wikidata.org/entity/Q585829","Antoine Caron","French painter (1521-1599)"
"http://www.wikidata.org/entity/Q593879","Alexandre Jacovleff","French painter (1887-1938)"
"http://www.wikidata.org/entity/Q596352","Pieter Neefs the Elder","Flemish painter; (-1659)"
"http://www.wikidata.org/entity/Q936534","Eric Fischl","American artist"
"http://www.wikidata.org/entity/Q631154","E. W. Kemble","cartoonist (1861–1933)"
"http://www.wikidata.org/entity/Q644595","Hubert von Herkomer","British artist (1849-1914)"
"http://www.wikidata.org/entity/Q652952","Pierre-François-Léonard Fontaine","French architect (1762-1853)"
"http://www.wikidata.org/entity/Q963476","Master of the Legend of Saint Lucy","Dutch painter"
"http://www.wikidata.org/entity/Q660917","Walter Crane","British artist (1845-1915)"
"http://www.wikidata.org/entity/Q662943","Constantin Guys","Dutch painter (1802-1892)"
"http://www.wikidata.org/entity/Q663856","Charles Hugo","French journalist and photographer, son of Victor Hugo"
"http://www.wikidata.org/entity/Q675619","Benedetto da Maiano","Italian artist and achitect"
"http://www.wikidata.org/entity/Q47163","Vitruvius","Roman architect and engineer"
"http://www.wikidata.org/entity/Q159409","Louise Bourgeois","French-American artist"
"http://www.wikidata.org/entity/Q33477","Eugène Delacroix","French painter (1798–1863)"
"http://www.wikidata.org/entity/Q168962","Torquato Tasso","Italian poet (1544–1595)"
"http://www.wikidata.org/entity/Q23380","Jean Auguste Dominique Ingres","French painter (1780-1867)"
"http://www.wikidata.org/entity/Q51990","Jean-Pierre-Antoine Tassaert","Flemish sculptor"
"http://www.wikidata.org/entity/Q60247","Johann Bernhard Basedow","German philosopher"
"http://www.wikidata.org/entity/Q156426","Alexej von Jawlensky","Russian painter (1864-1941)"
"http://www.wikidata.org/entity/Q8457","Antonio da Correggio","Italian Renaissance painter (1489–1534)"
"http://www.wikidata.org/entity/Q9319","Jacopo Tintoretto","Renaissance painter (1518/1519-1594)"
"http://www.wikidata.org/entity/Q322471","Hans Hoffmann","German painter (1530-1591)"
"http://www.wikidata.org/entity/Q39931","Pierre-Auguste Renoir","French painter and sculptor (1841–1919)"
"http://www.wikidata.org/entity/Q40116","Nadar","French photographer and balloonist (1820–1910)"
"http://www.wikidata.org/entity/Q46139","Man Ray","American artist and photographer (1890-1976)"
"http://www.wikidata.org/entity/Q47484","André Gide","French author and Nobel laureate (1869–1951)"
"http://www.wikidata.org/entity/Q49987","Hans Holbein the Elder","German painter (1465-1524)"
"http://www.wikidata.org/entity/Q51132","Giambattista Canal","Italian painter (1745-1825)"
"http://www.wikidata.org/entity/Q58768","Hartmann Schedel","German historian, cartographer, physician and humanist (1440-1514)"
"http://www.wikidata.org/entity/Q61462","Bernhard Siegfried Albinus","German-born Dutch anatomist (1697-1770)"
"http://www.wikidata.org/entity/Q62249","Karl Hofer","German artist (1878-1955)"
"http://www.wikidata.org/entity/Q63184","Bill Brandt","German-British photographer"
"http://www.wikidata.org/entity/Q64212","Giorgio Sommer","German-Italian photographer (1834-1914)"
"http://www.wikidata.org/entity/Q83155","Jacques-Louis David","French painter (1748–1825)"
"http://www.wikidata.org/entity/Q114405","Rockwell Kent","American artist (1882-1971)"
"http://www.wikidata.org/entity/Q177692","Andrea Palladio","Italian architect (1508–1580)"
"http://www.wikidata.org/entity/Q163938","Jean Tinguely","Swiss sculptor (1925–1991)"
"http://www.wikidata.org/entity/Q187132","Gillis van Tilborgh","Flemish painter (1625–1678)"
"http://www.wikidata.org/entity/Q220136","Giambologna","flemish sculptor (1529-1608)"
"http://www.wikidata.org/entity/Q151580","Alexander Calder","American artist (1898–1976)"
"http://www.wikidata.org/entity/Q173223","Mary Cassatt","American painter and printmaker (1844—1926)"
"http://www.wikidata.org/entity/Q160252","Frederic Leighton","English painter and sculptor (1830–1896)"
"http://www.wikidata.org/entity/Q299565","William Henry Fox Talbot","British inventor and photographer (1800–1877)"
"http://www.wikidata.org/entity/Q152793","Karel Appel","Dutch painter, sculptor, and poet (1921-2006)"
"http://www.wikidata.org/entity/Q159297","John Constable","English painter (1776-1837)"
"http://www.wikidata.org/entity/Q170373","Christopher Wren","English architect (1632–1723)"
"http://www.wikidata.org/entity/Q164351","Gerhard Richter","German visual artist (b. 1932)"
"http://www.wikidata.org/entity/Q320118","Domenichino","Italian painter (1581-1641)"
"http://www.wikidata.org/entity/Q30875","Oscar Wilde","Irish poet, playwright, and aesthete (1854–1900)"
"http://www.wikidata.org/entity/Q71244","Édouard Baldus","French photographer"
"http://www.wikidata.org/entity/Q84588","Joseph Emanuel Fischer von Erlach","Austrian architect"
"http://www.wikidata.org/entity/Q98329","Christian Friedrich Schuricht","German architect"
"http://www.wikidata.org/entity/Q122939","Rudolf Hagelstange","German writer"
"http://www.wikidata.org/entity/Q126506","Walter De Maria","American painter and sculptor"
"http://www.wikidata.org/entity/Q207298","Frédéric Bazille","French painter"
"http://www.wikidata.org/entity/Q265044","Adolph Alexander Weinman","American sculptor"
"http://www.wikidata.org/entity/Q243830","Zwelethu Mthethwa","South African artist"
